id,date,user,pc,to,cc,bcc,from,activity,size,attachments,content
{R0Q6-C3FG82XD-2860IFVX},01/02/2010 09:13:29,CMD0613,PC-8839,Macey.Martina.Landry@dtaa.com,Felix.Declan.Daugherty@dtaa.com,,Castor.Malcolm.Dean@dtaa.com,Send,19389,,"In Venezuela, it was found on El Caimito, a small (57 ha, 140 acres) islet just east of the outlet of Lake Maracaibo in the state of Zulia, where the only other native non-flying mammal is the opossum Marmosa robinsoni. The squamosal bone lacks a suspensory process that contacts the tegmen tympani, the roof of the tympanic cavity, a defining character of oryzomyines. Oryzomys gorgasi is a medium-sized oryzomyine with small ears and large feet, and is similar to the marsh rice rat in general appearance."
{Y7R4-E9OM89PV-6433FMPG},01/02/2010 09:13:38,CXM1821,PC-8083,Sosa-Cooper@hp.com,Blair.Hope.Estes@dtaa.com,,Ciara.Xantha.Mcdonald@dtaa.com,Send,26723,,"Biogas, or landfill gas, is a biofuel produced through the intermediary stage of anaerobic digestion consisting mainly of 45-90% biologically produced methane and carbon dioxide. Developments are thus slow at present and renewably powered vehicles very much the exception. Research is being undertaken into converting rapeseed oil into biodiesel, and the European biofuels directive intends to ensure that 5.75% Europe's transport fuel comes from renewable sources by 2010. In January 2010 Jim Mather, the Energy Minister, announced that the project would be going ahead, notwithstanding the more than 18,000 objections received. Sea Energy Renewables Ltd was purchased by Spanish company Repsol in June 2010."
{E8P2-F4KL28TM-4340BCPC},01/02/2010 09:13:47,NRT1320,PC-2545,Nicolas.Ralph.Tanner@dtaa.com,,,RDC8@northropgrumman.com,View,49999,,"New numerical limits were imposed, and the opportunity also taken to regularise the 1815 expansion of the Order. They may be broken down into categories as follows (note that some are classified in more than one category):"
{P4B4-R4DN94EG-9554XAXC},01/02/2010 09:14:33,CXM1821,PC-8083,Ciara.Xantha.Mcdonald@dtaa.com,,,Gail.Orla.Graves@dtaa.com,View,39444,,"When the band looks to Rick for guidance, he nods his head. Despite a changing assortment of screenwriters frantically adapting an unstaged play and barely keeping ahead of production, and Bogart attempting his first romantic lead role, Casablanca won three Academy Awards, including Best Picture. Filming was completed on August 3, and the production cost $1,039,000 ($75,000 over budget), above average for the time. A significant quantity of specimens, some very complete, were excavated in 2003 and 2005 and await preparation and description in future publications. Majungasaurus was the apex predator in its ecosystem, mainly preying on sauropods like Rapetosaurus, and is also one of the few dinosaurs for which there is direct evidence of cannibalism."
{P1V6-B2BZ84ZC-1023SWDG},01/02/2010 09:15:09,CBA1023,PC-1570,Cheryl.Brianna.Aguirre@dtaa.com,,,Kieran-Hayes@boeing.com,View,42689,,"Blue and gray uniforms are mentioned, as are yellow and orange sunlight, and green forests, while men's faces grow red with rage or courage, and gray with death. Yet the youth smiled, for he saw that the world was a world for him, though many discovered it to be made of oaths and walking sticks. It says there is no answer to the questions it raises; yet it says the opposite.... Electromyography shows changes similar to those encountered in myopathies (muscle diseases), with a reduced amplitude of the compound muscle action potentials (CMAPs); they resolve when treatment has commenced. In TPP, the mutations described are single-nucleotide polymorphisms located in the hormone response element responsive to thyroid hormone, implying that transcription of the gene and production of ion channels may be altered by increased thyroid hormone levels."
{J9L3-Y2LQ49EI-4919ABGY},01/02/2010 09:15:43,KAS2029,PC-6729,RQN4316@netzero.com,TAM1@sbcglobal.net,,KAS55@bellsouth.net,Send,16021,,"Britain returned Guadeloupe, Martinique, French Guiana, and Reunion to France, and Java and Suriname to the Netherlands, while gaining control of Ceylon (1795-1815). Britain maintained a presence in the Middle East for another decade, withdrawing from Aden in 1967, and Bahrain in 1971. By 1902, the British Empire was linked together by a network of telegraph cables, the so-called All Red Line. The following year, the colonists declared the independence of the United States. The fact that the guerrillas were primarily Malayan-Chinese Communists meant that the British attempt to quell the uprising was supported by the Muslim Malay majority, on the understanding that once the insurgency had been quelled, independence would be granted."
{X6U0-W0KX65NN-1031YBOA},01/02/2010 09:16:04,TRH1083,PC-2246,Odette.A.Slater@netzero.com,,,TRH97@juno.com,Send,622340,C:\68pn793\7HB40JHS.pdf(599742),"The game was a defensive struggle. Pennington had an outstanding day against the Packers and finished the season the top-rated passer in the league. Struggling to a 1-7 start, the Jets benched Pennington in favor of backup Kellen Clemens. Conditions on the Venusian surface differ radically from those on Earth, due to its dense carbon dioxide atmosphere. This substance arguably formed from a similar process to snow, albeit at a far higher temperature."
{D1R1-V4KG30DZ-9319MIDY},01/02/2010 09:16:34,XCL1792,PC-7186,Xantha.Carissa.Lester@dtaa.com,,,Mary.Camille.Trevino@dtaa.com,View,31556,,"During the German retreat to the Hindenburg Line, Whittle took part in the 12th Battalion's attack on the villages of La Barque and Ligny-Thilloy as a member of Captain James Newland's A Company on 26-27 February 1917. In October 1918, he returned to Australia at the invitation of the Prime Minister of Australia to assist in recruitment. As reinforcements from the 9th Battalion began to arrive, Newland was able to repulse a third attack by the Germans."
{X6H6-D1EI75LW-8201XABM},01/02/2010 09:16:52,CQS2883,PC-6220,Quincy.Seth.Bennett@dtaa.com;Jason.Eaton.Lindsay@dtaa.com,Heidi.Cara.Schmidt@dtaa.com,Carson.Quentin.Sampson@dtaa.com,Carson.Quentin.Sampson@dtaa.com,Send,30054,,"The British battlecruisers hit the German ships several times before they blended into the haze around 8:40. Throughout the 19th, Jellicoe and Scheer received conflicting intelligence, with the result that having reached its rendezvous in the North Sea, the Grand Fleet steered north in the erroneous belief that it had entered a minefield before turning south again. Minnesota's United States senators are Democrat Amy Klobuchar and Democrat Al Franken. In 2007 Minnesota students earned the highest average score in the nation on the ACT exam."
{C9P9-Y8JK50UP-8808FHME},01/02/2010 09:17:13,REC0283,PC-6764,Germaine.A.Paul@cox.net;Myra.M.Wilder@aol.com,Robert.E.Carney@sbcglobal.net,,Robert.E.Carney@sbcglobal.net,Send,24338,,"At the end of the year she departed the east coast, passed through the Panama Canal, and sailed on to the Southwestern Pacific. The ship then loaded American military stores from US bases in Brazil and sailed for New York, arriving on 10 November 1945, with plans to repatriate wounded Brazilian soldiers who had been recuperating in the US. After the divorce was finalized she and her travel companion, Laura Harding, planned to spend a week in Havana and return to New York on the Ward Line ship {SS|Morro Castle||2}."
{D4B1-F5MW61PS-4542KHGD},01/02/2010 09:18:08,LIM1718,PC-7539,Parker.Maxwell@yahoo.com,Lisandra_Myers@sbcglobal.net,,Lisandra_Myers@sbcglobal.net,Send,46572,,"The North Koreans came right up to the foxholes without either side firing a shot. One of the mortarmen, Cpl. Roy L. Day, Jr., spoke Japanese and was able to converse with some of the North Koreans. A little later a group of Koreans appeared on the slope. Ray directed thirty-seven films, including feature films, documentaries and shorts. In the United Kingdom, Lindsay Anderson wrote a glowing review of the film."
{Z1L1-J3NO10UW-9843FNSU},01/02/2010 09:18:20,CQS2883,PC-6220,Carson.Quentin.Sampson@dtaa.com,,,Fallon.Alexa.Pace@dtaa.com,View,41164,,"Hakluyt's Voyages brought him to the notice of Lord Howard of Effingham, and Sir Edward Stafford, Lord Howard's brother-in-law. By the time of his death, he had amassed a small fortune out of his various emoluments and preferments, of which the last was Gedney Rectory, Lincolnshire, presented to him by his younger brother Oliver in 1612. The Hakluyt Society was founded in 1846 for printing rare and unpublished accounts of voyages and travels, and continues to publish volumes each year. The leaves and flowers we have not seen.""}} cunninghamii which should not be pruned below foliage."
{Y3L8-E0PG00ZZ-2074QPRU},01/02/2010 09:18:22,KPS3882,PC-9504,Marah.Charissa.Ross@dtaa.com;Patrick.Samuel.Hutchinson@dtaa.com;Quin.Jade.Allen@dtaa.com,Elizabeth.Martha.Ray@dtaa.com,Kai.Patricia.Suarez@dtaa.com,Kai.Patricia.Suarez@dtaa.com,Send,800132,C:\2D74M28P.doc(755411),"In Crazy Eddie TV commercials, radio personality Jerry Carroll leapt at the camera and jumped around while jabbering at high speed, always ending with the line, ""Crazy Eddie: Our prices are insaaaaaane!"". Another infamous Muntz used-car TV pitch was ""I buy 'em retail and sell 'em wholesale ... it's more fun that way!"" The tape player gave customers greater control over their listening experiences, because the tapes never ran advertisements or public service announcements, unlike radio broadcasts."
{B0L2-C6PG31AZ-1976RNLX},01/02/2010 09:18:53,XCL1792,PC-7186,Xantha.Carissa.Lester@dtaa.com,,,Richard.Matthew.Odonnell@dtaa.com,View,45966,,"For a short period from March to May 2004, a number of large clouds appeared in the Uranian atmosphere, giving it a Neptune-like appearance. In response to Maskelyne's request, Herschel decided to name the object Georgium Sidus (George's Star), or the ""Georgian Planet"" in honour of his new patron, King George III. While the humans fuss over the occurrence Lad sneaks off and spends four days buried in marsh mud to draw out the snake's poison. Contemporaneous critics praised Terhune's writing style and the overall story appeal, while dog breeders criticized his unrealistic canine characters."
{Y4N3-C9YI37KI-6313VIEV},01/02/2010 09:19:00,JDM1042,PC-1105,John.Theodore.Velez@dtaa.com;Holly.Hannah.Gill@dtaa.com,,,Jacqueline.Destiny.Myers@dtaa.com,Send,32869,,"Although the 4-track system had higher fidelity since the tape speed was double the speed of the Stereo 8 system (and the 4-track had wider heads for better bandwidth), the Stereo 8 quickly became the dominant format for car stereo systems during the late 1960s. The Autostereo could play a complete album without changing tracks or turning the tape over, did not suffer from skipping or premature wear as the gramophone-based players did, and its number of knobs and controls were minimized to allow the driver to concentrate on the road. The backseat armrests contained a full cocktail bar. Napoleon created the Confederation of the Rhine, a string of German states meant to serve as a buffer between France and Prussia. Napoleon's plan envisioned that the Allies would throw so many troops to envelop his right flank in order to cut the French's communication line from Vienna."
{O0B0-L1EK28XH-3210YSSL},01/02/2010 09:19:34,BOR2387,PC-2983,Dana.Christen.Wilkins@dtaa.com;PKR3925@harris.com,Ashton.Jerome.Meyers@dtaa.com,,Blair.Otto.Rich@dtaa.com,Send,17845,,"Monitoring has continued; fifty new cameras have been set up and in February 2010 what appeared to be a pregnant rhino was filmed. In 1868, John Edward Gray proposed the name Ceratorhinus."
